feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
1.0066906032810086,0.4053540164969791,0.45972838370924585,-4.363859806263924,-1.3816501422981058,-2.3805562294419103,-1.2489445143969773,0.5170741244650827,-0.0611222353966359,0.7741267633070893,-0.8607855273625575,1.6599095862557576,-0.7157584112533988,0.5768149275302497,0.3133119352325213,0.46970930232713404,-1.218855877056821,1.3627345484131381,1.2718852005272887,-1.2700454253159261,1
3.203618486239936,-0.7078629991245651,-0.1598549951643653,0.20569949715569558,-1.9198084004804938,0.7563972707106221,-1.3332899757593568,-0.2791925770756758,-3.0102650977095964,0.7097511899680111,3.457296466135496,1.6386911713847194,3.7721263862176193,-2.6352916022468533,1.0367259818976358,-2.824894170036797,-5.352367030279547,0.24223595277248877,3.272336219393239,-12.615749213379775,1
0.08083857380046355,-1.297336683948079,5.958390333457373,-12.574463546991291,-0.22654240884771149,-2.3816231824514404,-3.1054816079051806,-5.083753637678329,-1.9828174553134497,4.415566987750721,2.7591285506013876,-1.5944556149703542,1.4212701872413045,-1.4604441444963947,-3.1437980661860636,-2.74500071060922,4.521132844372878,-2.803548391374763,1.31491339031819,-16.04318019806965,0
0.4465117661873912,0.6524711525959876,-3.803627976603342,-4.147973218147083,1.3201903414259637,0.8450939626833784,0.8432444566640828,-4.073603509324879,2.3574564794607236,2.5160314633881145,-2.376211491783371,-1.0529723895891092,0.27769719658869696,0.06556370834627145,-0.45217913376999086,-1.5972378972963113,1.4049799871339705,-0.9686620308506212,0.09007189528903115,-1.8091871628099816,0
-0.3012835499516724,-0.5217746132050602,-0.6035332827466504,-0.2766368383169394,0.9237215342245403,0.7899610397342112,0.16321869676653655,-2.0973605470871126,0.5341968971166344,-1.6638110162302626,0.2644010173328919,-1.148814416661868,1.161537993196875,-0.33224778035555946,-2.210205068304088,-0.5257913915075934,0.8108740782028648,-1.438881731214575,-0.42127279952176555,-2.0277592187408158,0
-0.6437983617746661,3.9449933590317294,0.9895503653241157,-7.42441194090074,-0.8087467509005001,-5.3138306495847205,-3.7715126328981814,0.9496034539957038,0.21858787624589077,3.088679287275441,-2.376046834536502,-0.2864805625622424,-4.804623545895092,-0.33514943646539286,0.689033409685324,-1.163084187828828,3.4078629293390557,3.357600659271829,2.4206999894123458,2.1767482813552474,1
-1.4073842191085402,4.3631328340048245,2.4037293877139767,-1.0676029271998304,-2.087000754567565,-2.824663946856293,0.20254998645490696,-0.06024230507727557,1.3932918304949118,5.2170783427350145,-1.2109683448797308,-0.725541409244506,-2.0733453125356216,0.12757257240009,5.142881425440128,1.8308327880915767,-2.947419609036765,3.0720127205155014,3.7311801045493707,6.363577352644598,1
-0.03509469418378108,0.3349867268999369,-1.4509925094864105,0.6129556196537104,-2.3421633786748375,2.933620057906981,0.6847455151300195,0.6984571851464252,0.08770372340884937,1.4905908603713436,0.5081896198826292,-0.8850326284150184,2.706719180974611,0.22528774793354867,0.8360846500675609,0.04388462753192668,-0.48808023889473195,-0.08793670908777207,-3.9626189554212865,2.7614049203566333,0
-1.465289942646093,-1.4522514945979954,6.403275491809471,-0.01767080330224502,1.3547857761238253,-0.43162393765931106,1.228467835221281,1.4710645033323169,-0.2310719917120729,2.520341456445073,3.526796502995806,-0.5277333349063342,1.754976519501688,0.049495154496253524,-2.1171980081770974,-1.3956312885141229,2.400440561386875,-4.859699327419378,2.2369934916769614,-7.286881633579362,0
-3.2238439112782777,2.0675746369484598,8.161180191390493,-5.156824320005157,-2.4485448115845356,0.007897527506164126,-3.5296929873624094,-2.047666501171142,4.373933315308833,-0.39992969245713017,2.280050746487607,-0.8884667245339973,-5.140455207798013,2.786680590851641,0.024325278226347224,3.701146471736301,-0.19588349287363663,-0.8475318705460029,-1.491511697934421,6.750974911161995,0
